Area_Name,Year,Group_Name,Sub_Group_Name,Trial_of_Violent_Crimes_by_Courts_By_Confession,Trial_of_Violent_Crimes_by_Courts_By_trial,Trial_of_Violent_Crimes_by_Courts_Total
Uttar Pradesh,2006,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,2269.0,2269.0
West Bengal,2006,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,6.0,999.0,1005.0
Andhra Pradesh,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,843.0,843.0
Arunachal Pradesh,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,7.0,7.0
Assam,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,79.0,965.0,1044.0
Bihar,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,1665.0,1665.0
Chandigarh,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,28.0,28.0
Chhattisgarh,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,23.0,63.0,86.0
Daman & Diu,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,3.0,3.0
Gujarat,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,10.0,366.0,376.0
Haryana,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,302.0,302.0
Himachal Pradesh,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,47.0,47.0
Jammu & Kashmir,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,346.0,346.0
Jharkhand,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,5.0,703.0,708.0
Karnataka,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,310.0,310.0
Madhya Pradesh,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,759.0,759.0
Maharashtra,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,449.0,449.0
Manipur,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,6.0,6.0
Meghalaya,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,5.0,5.0
Mizoram,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,6.0,6.0
Nagaland,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,17.0,17.0
Odisha,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,253.0,253.0
Tamil Nadu,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,4.0,447.0,451.0
Tripura,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,17.0,17.0
West Bengal,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,508.0,508.0
Andhra Pradesh,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,832.0,832.0
Arunachal Pradesh,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,8.0,8.0
Assam,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,55.0,504.0,559.0
Bihar,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,1482.0,1482.0
Chhattisgarh,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,30.0,135.0,165.0
Gujarat,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,10.0,415.0,425.0
Haryana,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,347.0,347.0
Himachal Pradesh,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,47.0,47.0
Jammu & Kashmir,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,262.0,262.0
Jharkhand,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,36.0,410.0,446.0
Karnataka,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,32.0,331.0,363.0
Maharashtra,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,5.0,631.0,636.0
Manipur,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,1.0,1.0
Meghalaya,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,7.0,7.0
Mizoram,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,3.0,0.0,3.0
Nagaland,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,3.0,10.0,13.0
Odisha,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,406.0,406.0
Rajasthan,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,563.0,563.0
Tamil Nadu,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,2.0,549.0,551.0
Uttar Pradesh,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,2817.0,2817.0
West Bengal,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,583.0,583.0
Andhra Pradesh,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,1036.0,1036.0
Arunachal Pradesh,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,10.0,10.0
Assam,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,45.0,422.0,467.0
Bihar,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,1420.0,1420.0
Chandigarh,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,28.0,28.0
Chhattisgarh,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,45.0,100.0,145.0
Delhi,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,12.0,177.0,189.0
Gujarat,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,5.0,377.0,382.0
Haryana,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,378.0,378.0
Himachal Pradesh,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,47.0,47.0
Jammu & Kashmir,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,395.0,395.0
Jharkhand,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,2.0,685.0,687.0
Karnataka,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,10.0,289.0,299.0
Madhya Pradesh,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,557.0,557.0
Maharashtra,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,423.0,423.0
Manipur,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,1.0,1.0
Meghalaya,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,17.0,17.0
Nagaland,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,6.0,15.0,21.0
Odisha,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,322.0,322.0
Tamil Nadu,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,1.0,435.0,436.0
Tripura,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,56.0,56.0
Uttar Pradesh,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,2970.0,2970.0
West Bengal,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,4.0,464.0,468.0
Andhra Pradesh,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,1161.0,1161.0
Arunachal Pradesh,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,4.0,4.0
Assam,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,63.0,637.0,700.0
Chandigarh,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,18.0,18.0
Chhattisgarh,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,59.0,201.0,260.0
Delhi,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,25.0,292.0,317.0
Goa,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,1.0,11.0,12.0
Gujarat,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,18.0,420.0,438.0
Himachal Pradesh,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,36.0,36.0
Jammu & Kashmir,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,278.0,278.0
Jharkhand,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,573.0,573.0
Karnataka,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,4.0,311.0,315.0
Kerala,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,106.0,106.0
Maharashtra,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,1.0,569.0,570.0
Manipur,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,2.0,2.0
Meghalaya,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,11.0,11.0
Mizoram,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,4.0,4.0
Nagaland,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,6.0,25.0,31.0
Odisha,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,465.0,465.0
Tamil Nadu,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,9.0,537.0,546.0
Uttar Pradesh,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,3818.0,3818.0
West Bengal,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,13.0,455.0,468.0
Andhra Pradesh,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,263.0,263.0
Arunachal Pradesh,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,9.0,9.0
Assam,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,18.0,353.0,371.0
Bihar,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,297.0,297.0
Chandigarh,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,12.0,12.0
Chhattisgarh,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,20.0,48.0,68.0
Delhi,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,216.0,974.0,1190.0
Gujarat,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,4.0,272.0,276.0
Haryana,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,3.0,171.0,174.0
Himachal Pradesh,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,33.0,33.0
Jammu & Kashmir,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,223.0,223.0
Jharkhand,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,114.0,115.0
Karnataka,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,166.0,166.0
Madhya Pradesh,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,193.0,193.0
Maharashtra,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,5.0,403.0,408.0
Meghalaya,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,2.0,3.0
Mizoram,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,3.0,3.0
Nagaland,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,0.0,1.0
Odisha,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,301.0,301.0
Tamil Nadu,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,13.0,237.0,250.0
Uttar Pradesh,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,11.0,1488.0,1499.0
Uttarakhand,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,5.0,77.0,82.0
West Bengal,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,227.0,227.0
Andaman & Nicobar Islands,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,2.0,2.0
Andhra Pradesh,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,403.0,403.0
Assam,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,21.0,280.0,301.0
Bihar,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,2.0,321.0,323.0
Chhattisgarh,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,39.0,137.0,176.0
Daman & Diu,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,2.0,2.0
Delhi,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,76.0,76.0
Gujarat,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,284.0,284.0
Haryana,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,238.0,238.0
Himachal Pradesh,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,34.0,35.0
Jammu & Kashmir,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,260.0,260.0
Jharkhand,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,19.0,122.0,141.0
Karnataka,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,122.0,122.0
Madhya Pradesh,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,449.0,449.0
Maharashtra,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,2.0,560.0,562.0
Meghalaya,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,3.0,3.0
Nagaland,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,0.0,0.0
Odisha,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,315.0,315.0
Punjab,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,110.0,110.0
Rajasthan,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,5.0,792.0,797.0
Tamil Nadu,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,14.0,415.0,429.0
Uttarakhand,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,83.0,83.0
West Bengal,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,441.0,441.0
Andhra Pradesh,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,274.0,274.0
Arunachal Pradesh,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,1.0,1.0
Assam,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,19.0,404.0,423.0
Bihar,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,332.0,332.0
Chandigarh,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,11.0,11.0
Chhattisgarh,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,87.0,87.0
Daman & Diu,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,0.0,0.0
Gujarat,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,2.0,417.0,419.0
Haryana,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,239.0,239.0
Himachal Pradesh,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,54.0,55.0
Jammu & Kashmir,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,153.0,153.0
Jharkhand,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,2.0,164.0,166.0
Karnataka,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,149.0,149.0
Maharashtra,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,4.0,401.0,405.0
Meghalaya,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,3.0,3.0
Mizoram,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,1.0,2.0
Nagaland,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,2.0,2.0
Odisha,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,308.0,308.0
Punjab,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,98.0,98.0
Rajasthan,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,743.0,744.0
Tamil Nadu,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,18.0,281.0,299.0
Uttarakhand,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,2.0,39.0,41.0
West Bengal,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,359.0,359.0
Andhra Pradesh,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,471.0,471.0
Arunachal Pradesh,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,2.0,2.0
Assam,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,24.0,408.0,432.0
Bihar,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,451.0,451.0
Chandigarh,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,20.0,20.0
Chhattisgarh,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,10.0,239.0,249.0
Gujarat,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,3.0,456.0,459.0
Himachal Pradesh,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,43.0,43.0
Jharkhand,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,165.0,166.0
Karnataka,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,146.0,146.0
Maharashtra,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,2.0,442.0,444.0
Manipur,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,2.0,2.0
Meghalaya,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,2.0,2.0
Mizoram,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,0.0,0.0
Nagaland,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,9.0,10.0
Odisha,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,315.0,315.0
Punjab,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,49.0,115.0,164.0
Tamil Nadu,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,2.0,270.0,272.0
Uttar Pradesh,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,1458.0,1459.0
West Bengal,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,2.0,357.0,359.0
Andhra Pradesh,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,417.0,417.0
Arunachal Pradesh,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,12.0,12.0
Assam,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,42.0,422.0,464.0
Bihar,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,441.0,441.0
Chandigarh,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,13.0,13.0
Chhattisgarh,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,17.0,57.0,74.0
Gujarat,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,3.0,364.0,367.0
Haryana,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,143.0,143.0
Himachal Pradesh,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,54.0,54.0
Jammu & Kashmir,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,219.0,219.0
Jharkhand,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,8.0,86.0,94.0
Karnataka,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,219.0,219.0
Maharashtra,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,414.0,415.0
Manipur,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,3.0,3.0
Meghalaya,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,3.0,3.0
Mizoram,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,0.0,0.0
Nagaland,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,38.0,38.0
Odisha,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,221.0,221.0
Punjab,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,87.0,87.0
Rajasthan,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,522.0,523.0
Tamil Nadu,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,2.0,368.0,370.0
Uttar Pradesh,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,1364.0,1364.0
West Bengal,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,386.0,386.0
Andhra Pradesh,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,507.0,507.0
Arunachal Pradesh,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,8.0,8.0
Assam,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,51.0,578.0,629.0
Bihar,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,9.0,570.0,579.0
Chandigarh,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,29.0,29.0
Chhattisgarh,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,45.0,76.0,121.0
Dadra & Nagar Haveli,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,1.0,1.0
Daman & Diu,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,1.0,1.0
Gujarat,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,4.0,457.0,461.0
Himachal Pradesh,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,38.0,38.0
Jammu & Kashmir,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,214.0,214.0
Jharkhand,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,157.0,158.0
Karnataka,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,152.0,152.0
Maharashtra,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,334.0,334.0
Manipur,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,1.0,1.0
Meghalaya,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,3.0,3.0
Mizoram,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,2.0,2.0
Nagaland,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,1.0,2.0
Odisha,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,279.0,279.0
Tamil Nadu,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,365.0,365.0
Uttar Pradesh,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,1742.0,1742.0
West Bengal,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,6.0,740.0,746.0
Andhra Pradesh,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,556.0,556.0
Arunachal Pradesh,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,5.0,5.0
Assam,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,79.0,746.0,825.0
Bihar,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,676.0,676.0
Chandigarh,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,26.0,26.0
Chhattisgarh,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,16.0,51.0,67.0
Gujarat,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,10.0,322.0,332.0
Haryana,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,220.0,220.0
Himachal Pradesh,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,37.0,37.0
Jammu & Kashmir,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,280.0,280.0
Jharkhand,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,422.0,423.0
Karnataka,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,151.0,151.0
